NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;
76;1;34;1:58.180;0;;27.582;0;43.975;0;46.623;0;166.7;1:13:53.352;12:59:21.682;0:27.582;0:43.975;0:46.623;;Denis Dupont;;TCR;;Bryan Herta Autosport with Curb Agajanian;Hyundai;GF;
76;1;35;1:58.877;0;;27.574;0;44.648;0;46.655;0;165.7;1:15:52.229;13:01:20.559;0:27.574;0:44.648;0:46.655;;Denis Dupont;;TCR;;Bryan Herta Autosport with Curb Agajanian;Hyundai;GF;
76;1;36;1:58.239;0;;27.600;0;44.563;0;46.076;0;166.6;1:17:50.468;13:03:18.798;0:27.600;0:44.563;0:46.076;;Denis Dupont;;TCR;;Bryan Herta Autosport with Curb Agajanian;Hyundai;GF;
76;1;37;1:58.200;0;;27.688;0;44.301;0;46.211;0;166.7;1:19:48.668;13:05:16.998;0:27.688;0:44.301;0:46.211;;Denis Dupont;;TCR;;Bryan Herta Autosport with Curb Agajanian;Hyundai;GF;
76;1;38;1:58.336;0;;27.542;0;44.715;0;46.079;0;166.5;1:21:47.004;13:07:15.334;0:27.542;0:44.715;0:46.079;;Denis Dupont;;TCR;;Bryan Herta Autosport with Curb Agajanian;Hyundai;GF;
76;1;39;1:58.660;0;;27.681;0;44.705;0;46.274;0;166.0;1:23:45.664;13:09:13.994;0:27.681;0:44.705;0:46.274;;Denis Dupont;;TCR;;Bryan Herta Autosport with Curb Agajanian;Hyundai;GF;
76;1;40;1:58.879;0;;27.628;0;44.780;0;46.471;0;165.7;1:25:44.543;13:11:12.873;0:27.628;0:44.780;0:46.471;;Denis Dupont;;TCR;;Bryan Herta Autosport with Curb Agajanian;Hyundai;GF;
76;1;41;1:58.755;0;;27.761;0;44.520;0;46.474;0;165.9;1:27:43.298;13:13:11.628;0:27.761;0:44.520;0:46.474;;Denis Dupont;;TCR;;Bryan Herta Autosport with Curb Agajanian;Hyundai;GF;
76;1;42;1:59.242;0;;27.666;0;44.643;0;46.933;0;165.2;1:29:42.540;13:15:10.870;0:27.666;0:44.643;0:46.933;;Denis Dupont;;TCR;;Bryan Herta Autosport with Curb Agajanian;Hyundai;GF;
76;1;43;1:58.979;0;;27.811;0;44.670;0;46.498;0;165.6;1:31:41.519;13:17:09.849;0:27.811;0:44.670;0:46.498;;Denis Dupont;;TCR;;Bryan Herta Autosport with Curb Agajanian;Hyundai;GF;
76;1;44;1:58.937;0;;27.688;0;44.810;0;46.439;0;165.6;1:33:40.456;13:19:08.786;0:27.688;0:44.810;0:46.439;;Denis Dupont;;TCR;;Bryan Herta Autosport with Curb Agajanian;Hyundai;GF;
76;1;45;1:59.183;0;;27.795;0;44.981;0;46.407;0;165.3;1:35:39.639;13:21:07.969;0:27.795;0:44.981;0:46.407;;Denis Dupont;;TCR;;Bryan Herta Autosport with Curb Agajanian;Hyundai;GF;
76;1;46;1:58.991;0;;27.826;0;44.686;0;46.479;0;165.5;1:37:38.630;13:23:06.960;0:27.826;0:44.686;0:46.479;;Denis Dupont;;TCR;;Bryan Herta Autosport with Curb Agajanian;Hyundai;GF;
76;1;47;1:59.099;0;;28.009;0;44.453;0;46.637;0;165.4;1:39:37.729;13:25:06.059;0:28.009;0:44.453;0:46.637;;Denis Dupont;;TCR;;Bryan Herta Autosport with Curb Agajanian;Hyundai;GF;
76;1;48;1:59.132;0;;27.859;0;44.742;0;46.531;0;165.3;1:41:36.861;13:27:05.191;0:27.859;0:44.742;0:46.531;;Denis Dupont;;TCR;;Bryan Herta Autosport with Curb Agajanian;Hyundai;GF;
76;1;49;1:59.268;0;;28.114;0;44.647;0;46.507;0;165.2;1:43:36.129;13:29:04.459;0:28.114;0:44.647;0:46.507;;Denis Dupont;;TCR;;Bryan Herta Autosport with Curb Agajanian;Hyundai;GF;
76;1;50;2:00.236;0;;27.880;0;46.004;0;46.352;0;163.8;1:45:36.365;13:31:04.695;0:27.880;0:46.004;0:46.352;;Denis Dupont;;TCR;;Bryan Herta Autosport with Curb Agajanian;Hyundai;GF;
76;1;51;2:13.835;0;;32.585;0;52.600;0;48.650;0;147.2;1:47:50.200;13:33:18.530;0:32.585;0:52.600;0:48.650;;Denis Dupont;;TCR;;Bryan Herta Autosport with Curb Agajanian;Hyundai;FCY;
76;1;52;2:54.098;0;;30.942;0;1:28.503;0;54.653;0;113.1;1:50:44.298;13:36:12.628;0:30.942;1:28.503;0:54.653;;Denis Dupont;;TCR;;Bryan Herta Autosport with Curb Agajanian;Hyundai;GF;
76;1;53;2:00.935;0;;27.981;0;46.037;0;46.917;0;162.9;1:52:45.233;13:38:13.563;0:27.981;0:46.037;0:46.917;;Denis Dupont;;TCR;;Bryan Herta Autosport with Curb Agajanian;Hyundai;GF;
76;1;54;2:00.141;0;;27.710;0;45.588;0;46.843;0;164.0;1:54:45.374;13:40:13.704;0:27.710;0:45.588;0:46.843;;Denis Dupont;;TCR;;Bryan Herta Autosport with Curb Agajanian;Hyundai;GF;
76;1;55;2:02.650;0;;27.677;0;44.925;0;50.048;0;160.6;1:56:48.024;13:42:16.354;0:27.677;0:44.925;0:50.048;;Denis Dupont;;TCR;;Bryan Herta Autosport with Curb Agajanian;Hyundai;FCY;
76;1;56;3:23.832;0;;47.905;0;1:17.865;0;1:18.062;0;96.6;2:00:11.856;13:45:40.186;0:47.905;1:17.865;1:18.062;;Denis Dupont;;TCR;;Bryan Herta Autosport with Curb Agajanian;Hyundai;FCY;
76;1;57;3:27.495;0;;54.409;0;1:14.157;0;1:18.929;0;94.9;2:03:39.351;13:49:07.681;0:54.409;1:14.157;1:18.929;;Denis Dupont;;TCR;;Bryan Herta Autosport with Curb Agajanian;Hyundai;FF;
89;2;1;2:15.925;0;;42.054;0;46.407;0;47.464;0;144.9;2:15.925;11:47:44.255;0:42.054;0:46.407;0:47.464;;Tyler Chambers;;TCR;;HART;Honda;GF;
89;2;2;2:01.592;0;;28.085;0;46.557;0;46.950;0;162.0;4:17.517;11:49:45.847;0:28.085;0:46.557;0:46.950;;Tyler Chambers;;TCR;;HART;Honda;FCY;
89;2;3;2:32.167;0;;33.700;0;1:00.149;0;58.318;0;129.5;6:49.684;11:52:18.014;0:33.700;1:00.149;0:58.318;;Tyler Chambers;;TCR;;HART;Honda;FCY;
89;2;4;2:55.151;0;;42.947;0;1:13.737;0;58.467;0;112.5;9:44.835;11:55:13.165;0:42.947;1:13.737;0:58.467;;Tyler Chambers;;TCR;;HART;Honda;GF;
89;2;5;2:03.827;0;;28.657;0;46.502;0;48.668;0;159.1;11:48.662;11:57:16.992;0:28.657;0:46.502;0:48.668;;Tyler Chambers;;TCR;;HART;Honda;GF;
89;2;6;2:00.792;0;;27.969;0;45.949;0;46.874;0;163.1;13:49.454;11:59:17.784;0:27.969;0:45.949;0:46.874;;Tyler Chambers;;TCR;;HART;Honda;GF;
89;2;7;1:59.363;0;;27.902;0;45.093;0;46.368;0;165.0;15:48.817;12:01:17.147;0:27.902;0:45.093;0:46.368;;Tyler Chambers;;TCR;;HART;Honda;GF;
89;2;8;1:58.454;0;;27.436;0;44.737;0;46.281;0;166.3;17:47.271;12:03:15.601;0:27.436;0:44.737;0:46.281;;Tyler Chambers;;TCR;;HART;Honda;GF;
89;2;9;2:01.144;0;;28.162;0;45.552;0;47.430;0;162.6;19:48.415;12:05:16.745;0:28.162;0:45.552;0:47.430;;Tyler Chambers;;TCR;;HART;Honda;GF;
89;2;10;2:01.217;0;;28.501;0;45.522;0;47.194;0;162.5;21:49.632;12:07:17.962;0:28.501;0:45.522;0:47.194;;Tyler Chambers;;TCR;;HART;Honda;GF;
89;2;11;1:59.424;0;;27.950;0;45.010;0;46.464;0;164.9;23:49.056;12:09:17.386;0:27.950;0:45.010;0:46.464;;Tyler Chambers;;TCR;;HART;Honda;GF;
89;2;12;2:00.336;0;;28.503;0;45.544;0;46.289;0;163.7;25:49.392;12:11:17.722;0:28.503;0:45.544;0:46.289;;Tyler Chambers;;TCR;;HART;Honda;GF;
89;2;13;1:58.503;0;;27.537;0;44.590;0;46.376;0;166.2;27:47.895;12:13:16.225;0:27.537;0:44.590;0:46.376;;Tyler Chambers;;TCR;;HART;Honda;GF;
89;2;14;1:58.651;0;;27.591;0;45.085;0;45.975;0;166.0;29:46.546;12:15:14.876;0:27.591;0:45.085;0:45.975;;Tyler Chambers;;TCR;;HART;Honda;GF;
89;2;15;1:58.693;0;;27.673;0;44.695;0;46.325;0;166.0;31:45.239;12:17:13.569;0:27.673;0:44.695;0:46.325;;Tyler Chambers;;TCR;;HART;Honda;GF;
89;2;16;1:58.512;0;;27.411;0;44.818;0;46.283;0;166.2;33:43.751;12:19:12.081;0:27.411;0:44.818;0:46.283;;Tyler Chambers;;TCR;;HART;Honda;GF;
89;2;17;2:00.893;0;;28.395;0;45.951;0;46.547;0;162.9;35:44.644;12:21:12.974;0:28.395;0:45.951;0:46.547;;Tyler Chambers;;TCR;;HART;Honda;GF;
89;2;18;1:58.672;0;;27.820;0;44.776;0;46.076;0;166.0;37:43.316;12:23:11.646;0:27.820;0:44.776;0:46.076;;Tyler Chambers;;TCR;;HART;Honda;GF;
89;2;19;1:57.682;0;;27.404;0;44.600;0;45.678;1;167.4;39:40.998;12:25:09.328;0:27.404;0:44.600;0:45.678;;Tyler Chambers;;TCR;;HART;Honda;GF;
89;2;20;1:58.207;0;;27.455;0;44.575;1;46.177;0;166.6;41:39.205;12:27:07.535;0:27.455;0:44.575;0:46.177;;Tyler Chambers;;TCR;;HART;Honda;GF;
89;2;21;1:58.222;0;;27.577;0;44.679;0;45.966;0;166.6;43:37.427;12:29:05.757;0:27.577;0:44.679;0:45.966;;Tyler Chambers;;TCR;;HART;Honda;GF;
89;2;22;1:58.772;0;;27.465;0;44.927;0;46.380;0;165.9;45:36.199;12:31:04.529;0:27.465;0:44.927;0:46.380;;Tyler Chambers;;TCR;;HART;Honda;GF;
89;2;23;2:00.464;0;;28.079;0;45.867;0;46.518;0;163.5;47:36.663;12:33:04.993;0:28.079;0:45.867;0:46.518;;Tyler Chambers;;TCR;;HART;Honda;GF;
89;2;24;1:58.251;0;;27.465;0;44.717;0;46.069;0;166.6;49:34.914;12:35:03.244;0:27.465;0:44.717;0:46.069;;Tyler Chambers;;TCR;;HART;Honda;GF;
89;2;25;1:58.516;0;;27.551;0;44.868;0;46.097;0;166.2;51:33.430;12:37:01.760;0:27.551;0:44.868;0:46.097;;Tyler Chambers;;TCR;;HART;Honda;GF;
89;2;26;1:59.763;0;;27.385;1;45.980;0;46.398;0;164.5;53:33.193;12:39:01.523;0:27.385;0:45.980;0:46.398;;Tyler Chambers;;TCR;;HART;Honda;GF;
89;2;27;2:04.608;0;;27.788;0;46.389;0;50.431;0;158.1;55:37.801;12:41:06.131;0:27.788;0:46.389;0:50.431;;Tyler Chambers;;TCR;;HART;Honda;FCY;
89;2;28;2:59.801;0;;28.843;0;1:07.566;0;1:23.392;0;109.6;58:37.602;12:44:05.932;0:28.843;1:07.566;1:23.392;;Tyler Chambers;;TCR;;HART;Honda;FCY;
89;2;29;3:13.004;0;B;46.871;0;1:09.249;0;1:16.884;0;102.1;1:01:50.606;12:47:18.936;0:46.871;1:09.249;1:16.884;;Tyler Chambers;;TCR;;HART;Honda;FCY;
89;1;30;3:27.951;0;;1:40.429;0;55.294;0;52.228;0;94.7;1:05:18.557;12:50:46.887;1:40.429;0:55.294;0:52.228;;CHAD GILSINGER;0:01:27.581;TCR;;HART;Honda;FCY;
89;1;31;2:38.930;0;;37.435;0;1:09.303;0;52.192;0;123.9;1:07:57.487;12:53:25.817;0:37.435;1:09.303;0:52.192;;CHAD GILSINGER;;TCR;;HART;Honda;GF;
89;1;32;1:58.849;0;;27.848;0;45.230;0;45.771;0;165.7;1:09:56.336;12:55:24.666;0:27.848;0:45.230;0:45.771;;CHAD GILSINGER;;TCR;;HART;Honda;GF;
89;1;33;1:57.496;2;;27.194;2;44.717;0;45.585;2;167.7;1:11:53.832;12:57:22.162;0:27.194;0:44.717;0:45.585;;CHAD GILSINGER;;TCR;;HART;Honda;GF;
89;1;34;1:59.052;0;;27.380;0;44.539;0;47.133;0;165.5;1:13:52.884;12:59:21.214;0:27.380;0:44.539;0:47.133;;CHAD GILSINGER;;TCR;;HART;Honda;GF;
89;1;35;2:02.490;0;;27.347;0;44.623;0;50.520;0;160.8;1:15:55.374;13:01:23.704;0:27.347;0:44.623;0:50.520;;CHAD GILSINGER;;TCR;;HART;Honda;GF;
89;1;36;1:59.766;0;;28.352;0;45.552;0;45.862;0;164.5;1:17:55.140;13:03:23.470;0:28.352;0:45.552;0:45.862;;CHAD GILSINGER;;TCR;;HART;Honda;GF;
89;1;37;2:00.113;0;;27.923;0;45.441;0;46.749;0;164.0;1:19:55.253;13:05:23.583;0:27.923;0:45.441;0:46.749;;CHAD GILSINGER;;TCR;;HART;Honda;GF;
89;1;38;1:58.432;0;;28.017;0;44.570;0;45.845;0;166.3;1:21:53.685;13:07:22.015;0:28.017;0:44.570;0:45.845;;CHAD GILSINGER;;TCR;;HART;Honda;GF;
89;1;39;1:57.659;0;;27.617;0;44.385;2;45.657;0;167.4;1:23:51.344;13:09:19.674;0:27.617;0:44.385;0:45.657;;CHAD GILSINGER;;TCR;;HART;Honda;GF;
89;1;40;1:57.561;0;;27.348;0;44.570;0;45.643;0;167.6;1:25:48.905;13:11:17.235;0:27.348;0:44.570;0:45.643;;CHAD GILSINGER;;TCR;;HART;Honda;GF;
89;1;41;1:58.205;0;;27.316;0;44.627;0;46.262;0;166.6;1:27:47.110;13:13:15.440;0:27.316;0:44.627;0:46.262;;CHAD GILSINGER;;TCR;;HART;Honda;GF;
89;1;42;1:57.900;0;;27.366;0;44.543;0;45.991;0;167.1;1:29:45.010;13:15:13.340;0:27.366;0:44.543;0:45.991;;CHAD GILSINGER;;TCR;;HART;Honda;GF;
89;1;43;1:58.899;0;;27.263;0;45.114;0;46.522;0;165.7;1:31:43.909;13:17:12.239;0:27.263;0:45.114;0:46.522;;CHAD GILSINGER;;TCR;;HART;Honda;GF;
89;1;44;1:58.646;0;;27.945;0;44.815;0;45.886;0;166.0;1:33:42.555;13:19:10.885;0:27.945;0:44.815;0:45.886;;CHAD GILSINGER;;TCR;;HART;Honda;GF;
89;1;45;1:58.041;0;;27.329;0;44.629;0;46.083;0;166.9;1:35:40.596;13:21:08.926;0:27.329;0:44.629;0:46.083;;CHAD GILSINGER;;TCR;;HART;Honda;GF;
89;1;46;1:58.537;0;;27.375;0;44.937;0;46.225;0;166.2;1:37:39.133;13:23:07.463;0:27.375;0:44.937;0:46.225;;CHAD GILSINGER;;TCR;;HART;Honda;GF;
89;1;47;1:59.148;0;;28.066;0;44.965;0;46.117;0;165.3;1:39:38.281;13:25:06.611;0:28.066;0:44.965;0:46.117;;CHAD GILSINGER;;TCR;;HART;Honda;GF;
89;1;48;1:59.046;0;;27.546;0;45.442;0;46.058;0;165.5;1:41:37.327;13:27:05.657;0:27.546;0:45.442;0:46.058;;CHAD GILSINGER;;TCR;;HART;Honda;GF;
89;1;49;1:59.393;0;;28.034;0;44.998;0;46.361;0;165.0;1:43:36.720;13:29:05.050;0:28.034;0:44.998;0:46.361;;CHAD GILSINGER;;TCR;;HART;Honda;GF;
89;1;50;1:59.048;0;;27.502;0;45.394;0;46.152;0;165.5;1:45:35.768;13:31:04.098;0:27.502;0:45.394;0:46.152;;CHAD GILSINGER;;TCR;;HART;Honda;GF;
89;1;51;2:13.779;0;;32.158;0;51.799;0;49.822;0;147.2;1:47:49.547;13:33:17.877;0:32.158;0:51.799;0:49.822;;CHAD GILSINGER;;TCR;;HART;Honda;FCY;
89;1;52;2:54.510;0;;30.810;0;1:28.618;0;55.082;0;112.9;1:50:44.057;13:36:12.387;0:30.810;1:28.618;0:55.082;;CHAD GILSINGER;;TCR;;HART;Honda;GF;
89;1;53;2:00.106;0;;27.671;0;46.146;0;46.289;0;164.0;1:52:44.163;13:38:12.493;0:27.671;0:46.146;0:46.289;;CHAD GILSINGER;;TCR;;HART;Honda;GF;
89;1;54;2:00.370;0;;28.454;0;45.463;0;46.453;0;163.6;1:54:44.533;13:40:12.863;0:28.454;0:45.463;0:46.453;;CHAD GILSINGER;;TCR;;HART;Honda;GF;
89;1;55;2:02.741;0;;28.075;0;44.850;0;49.816;0;160.5;1:56:47.274;13:42:15.604;0:28.075;0:44.850;0:49.816;;CHAD GILSINGER;;TCR;;HART;Honda;FCY;
89;1;56;3:22.834;0;;46.909;0;1:18.985;0;1:16.940;0;97.1;2:00:10.108;13:45:38.438;0:46.909;1:18.985;1:16.940;;CHAD GILSINGER;;TCR;;HART;Honda;FCY;
89;1;57;3:27.068;0;;54.219;0;1:14.607;0;1:18.242;0;95.1;2:03:37.176;13:49:05.506;0:54.219;1:14.607;1:18.242;;CHAD GILSINGER;;TCR;;HART;Honda;FF;
9;1;1;2:14.944;0;;40.776;0;46.619;0;47.549;0;146.0;2:14.944;11:47:43.274;0:40.776;0:46.619;0:47.549;;Madison Aust;;TCR;;Bryan Herta Autosport w Curb Agajanian;Hyundai;GF;
9;1;2;2:01.831;0;;28.147;0;46.710;0;46.974;0;161.7;4:16.775;11:49:45.105;0:28.147;0:46.710;0:46.974;;Madison Aust;;TCR;;Bryan Herta Autosport w Curb Agajanian;Hyundai;FCY;
9;1;3;2:31.665;0;;33.439;0;1:00.439;0;57.787;0;129.9;6:48.440;11:52:16.770;0:33.439;1:00.439;0:57.787;;Madison Aust;;TCR;;Bryan Herta Autosport w Curb Agajanian;Hyundai;FCY;
9;1;4;2:55.607;0;;42.868;0;1:13.898;0;58.841;0;112.2;9:44.047;11:55:12.377;0:42.868;1:13.898;0:58.841;;Madison Aust;;TCR;;Bryan Herta Autosport w Curb Agajanian;Hyundai;GF;
9;1;5;2:03.757;0;;28.230;0;47.280;0;48.247;0;159.2;11:47.804;11:57:16.134;0:28.230;0:47.280;0:48.247;;Madison Aust;;TCR;;Bryan Herta Autosport w Curb Agajanian;Hyundai;GF;
9;1;6;2:03.494;0;;28.450;0;47.453;0;47.591;0;159.5;13:51.298;11:59:19.628;0:28.450;0:47.453;0:47.591;;Madison Aust;;TCR;;Bryan Herta Autosport w Curb Agajanian;Hyundai;GF;
9;1;7;2:01.957;0;;28.593;0;46.443;0;46.921;0;161.5;15:53.255;12:01:21.585;0:28.593;0:46.443;0:46.921;;Madison Aust;;TCR;;Bryan Herta Autosport w Curb Agajanian;Hyundai;GF;
9;1;8;2:01.410;0;;28.203;0;46.142;0;47.065;0;162.2;17:54.665;12:03:22.995;0:28.203;0:46.142;0:47.065;;Madison Aust;;TCR;;Bryan Herta Autosport w Curb Agajanian;Hyundai;GF;
9;1;9;2:00.562;0;;28.066;0;45.605;0;46.891;0;163.4;19:55.227;12:05:23.557;0:28.066;0:45.605;0:46.891;;Madison Aust;;TCR;;Bryan Herta Autosport w Curb Agajanian;Hyundai;GF;
9;1;10;2:00.257;0;;28.055;0;45.497;0;46.705;0;163.8;21:55.484;12:07:23.814;0:28.055;0:45.497;0:46.705;;Madison Aust;;TCR;;Bryan Herta Autosport w Curb Agajanian;Hyundai;GF;
9;1;11;2:00.795;0;;28.073;0;45.894;0;46.828;0;163.1;23:56.279;12:09:24.609;0:28.073;0:45.894;0:46.828;;Madison Aust;;TCR;;Bryan Herta Autosport w Curb Agajanian;Hyundai;GF;
9;1;12;2:01.829;0;;27.954;0;47.169;0;46.706;0;161.7;25:58.108;12:11:26.438;0:27.954;0:47.169;0:46.706;;Madison Aust;;TCR;;Bryan Herta Autosport w Curb Agajanian;Hyundai;GF;
9;1;13;2:00.295;0;;27.897;0;45.635;0;46.763;0;163.8;27:58.403;12:13:26.733;0:27.897;0:45.635;0:46.763;;Madison Aust;;TCR;;Bryan Herta Autosport w Curb Agajanian;Hyundai;GF;
9;1;14;2:00.097;0;;27.952;0;45.569;0;46.576;1;164.0;29:58.500;12:15:26.830;0:27.952;0:45.569;0:46.576;;Madison Aust;;TCR;;Bryan Herta Autosport w Curb Agajanian;Hyundai;GF;
9;1;15;2:00.483;0;;27.854;0;45.867;0;46.762;0;163.5;31:58.983;12:17:27.313;0:27.854;0:45.867;0:46.762;;Madison Aust;;TCR;;Bryan Herta Autosport w Curb Agajanian;Hyundai;GF;
9;1;16;2:00.331;0;;27.700;1;45.657;0;46.974;0;163.7;33:59.314;12:19:27.644;0:27.700;0:45.657;0:46.974;;Madison Aust;;TCR;;Bryan Herta Autosport w Curb Agajanian;Hyundai;GF;
9;1;17;2:00.783;0;;27.919;0;46.153;0;46.711;0;163.1;36:00.097;12:21:28.427;0:27.919;0:46.153;0:46.711;;Madison Aust;;TCR;;Bryan Herta Autosport w Curb Agajanian;Hyundai;GF;
9;1;18;2:00.462;0;;27.959;0;45.639;0;46.864;0;163.5;38:00.559;12:23:28.889;0:27.959;0:45.639;0:46.864;;Madison Aust;;TCR;;Bryan Herta Autosport w Curb Agajanian;Hyundai;GF;
9;1;19;2:00.634;0;;27.855;0;45.817;0;46.962;0;163.3;40:01.193;12:25:29.523;0:27.855;0:45.817;0:46.962;;Madison Aust;;TCR;;Bryan Herta Autosport w Curb Agajanian;Hyundai;GF;
9;1;20;2:00.661;0;;27.890;0;45.871;0;46.900;0;163.3;42:01.854;12:27:30.184;0:27.890;0:45.871;0:46.900;;Madison Aust;;TCR;;Bryan Herta Autosport w Curb Agajanian;Hyundai;GF;
9;1;21;2:00.301;0;;27.842;0;45.731;0;46.728;0;163.7;44:02.155;12:29:30.485;0:27.842;0:45.731;0:46.728;;Madison Aust;;TCR;;Bryan Herta Autosport w Curb Agajanian;Hyundai;GF;
9;1;22;2:03.001;0;;28.584;0;47.112;0;47.305;0;160.1;46:05.156;12:31:33.486;0:28.584;0:47.112;0:47.305;;Madison Aust;;TCR;;Bryan Herta Autosport w Curb Agajanian;Hyundai;GF;
9;1;23;2:01.026;0;;28.007;0;45.609;0;47.410;0;162.8;48:06.182;12:33:34.512;0:28.007;0:45.609;0:47.410;;Madison Aust;;TCR;;Bryan Herta Autosport w Curb Agajanian;Hyundai;GF;
9;1;24;2:00.856;0;;28.679;0;45.398;1;46.779;0;163.0;50:07.038;12:35:35.368;0:28.679;0:45.398;0:46.779;;Madison Aust;;TCR;;Bryan Herta Autosport w Curb Agajanian;Hyundai;GF;
9;1;25;2:00.971;0;;28.225;0;45.783;0;46.963;0;162.8;52:08.009;12:37:36.339;0:28.225;0:45.783;0:46.963;;Madison Aust;;TCR;;Bryan Herta Autosport w Curb Agajanian;Hyundai;GF;
9;1;26;2:00.259;0;;27.981;0;45.564;0;46.714;0;163.8;54:08.268;12:39:36.598;0:27.981;0:45.564;0:46.714;;Madison Aust;;TCR;;Bryan Herta Autosport w Curb Agajanian;Hyundai;GF;
9;1;27;2:05.602;0;;28.245;0;48.212;0;49.145;0;156.8;56:13.870;12:41:42.200;0:28.245;0:48.212;0:49.145;;Madison Aust;;TCR;;Bryan Herta Autosport w Curb Agajanian;Hyundai;FCY;
9;1;28;2:31.726;0;;35.138;0;55.394;0;1:01.194;0;129.8;58:45.596;12:44:13.926;0:35.138;0:55.394;1:01.194;;Madison Aust;;TCR;;Bryan Herta Autosport w Curb Agajanian;Hyundai;FCY;
9;1;29;3:13.175;0;B;45.374;0;1:09.145;0;1:18.656;0;102.0;1:01:58.771;12:47:27.101;0:45.374;1:09.145;1:18.656;;Madison Aust;;TCR;;Bryan Herta Autosport w Curb Agajanian;Hyundai;FCY;
9;2;30;3:35.729;0;;1:51.759;0;52.704;0;51.266;0;91.3;1:05:34.500;12:51:02.830;1:51.759;0:52.704;0:51.266;;Suellio Almeida;0:01:38.502;TCR;;Bryan Herta Autosport w Curb Agajanian;Hyundai;FCY;
9;2;31;2:29.927;0;;30.668;0;1:05.551;0;53.708;0;131.4;1:08:04.427;12:53:32.757;0:30.668;1:05.551;0:53.708;;Suellio Almeida;;TCR;;Bryan Herta Autosport w Curb Agajanian;Hyundai;GF;
9;2;32;1:59.947;0;;28.094;0;45.304;0;46.549;0;164.2;1:10:04.374;12:55:32.704;0:28.094;0:45.304;0:46.549;;Suellio Almeida;;TCR;;Bryan Herta Autosport w Curb Agajanian;Hyundai;GF;
9;2;33;1:58.734;0;;27.712;0;44.916;0;46.106;0;165.9;1:12:03.108;12:57:31.438;0:27.712;0:44.916;0:46.106;;Suellio Almeida;;TCR;;Bryan Herta Autosport w Curb Agajanian;Hyundai;GF;
9;2;34;1:58.541;0;;27.673;0;44.880;0;45.988;0;166.2;1:14:01.649;12:59:29.979;0:27.673;0:44.880;0:45.988;;Suellio Almeida;;TCR;;Bryan Herta Autosport w Curb Agajanian;Hyundai;GF;
9;2;35;1:58.340;0;;27.675;0;44.660;0;46.005;0;166.5;1:15:59.989;13:01:28.319;0:27.675;0:44.660;0:46.005;;Suellio Almeida;;TCR;;Bryan Herta Autosport w Curb Agajanian;Hyundai;GF;
9;2;36;1:58.132;2;;27.562;2;44.600;2;45.970;2;166.7;1:17:58.121;13:03:26.451;0:27.562;0:44.600;0:45.970;;Suellio Almeida;;TCR;;Bryan Herta Autosport w Curb Agajanian;Hyundai;GF;
9;2;37;1:59.121;0;;27.755;0;44.953;0;46.413;0;165.4;1:19:57.242;13:05:25.572;0:27.755;0:44.953;0:46.413;;Suellio Almeida;;TCR;;Bryan Herta Autosport w Curb Agajanian;Hyundai;GF;
9;2;38;2:00.640;0;;27.648;0;45.150;0;47.842;0;163.3;1:21:57.882;13:07:26.212;0:27.648;0:45.150;0:47.842;;Suellio Almeida;;TCR;;Bryan Herta Autosport w Curb Agajanian;Hyundai;GF;
9;2;39;1:59.473;0;;27.962;0;45.330;0;46.181;0;164.9;1:23:57.355;13:09:25.685;0:27.962;0:45.330;0:46.181;;Suellio Almeida;;TCR;;Bryan Herta Autosport w Curb Agajanian;Hyundai;GF;
9;2;40;2:01.387;0;;27.891;0;46.188;0;47.308;0;162.3;1:25:58.742;13:11:27.072;0:27.891;0:46.188;0:47.308;;Suellio Almeida;;TCR;;Bryan Herta Autosport w Curb Agajanian;Hyundai;GF;
9;2;41;2:00.406;0;;27.960;0;45.856;0;46.590;0;163.6;1:27:59.148;13:13:27.478;0:27.960;0:45.856;0:46.590;;Suellio Almeida;;TCR;;Bryan Herta Autosport w Curb Agajanian;Hyundai;GF;
9;2;42;1:58.840;0;;27.739;0;44.687;0;46.414;0;165.8;1:29:57.988;13:15:26.318;0:27.739;0:44.687;0:46.414;;Suellio Almeida;;TCR;;Bryan Herta Autosport w Curb Agajanian;Hyundai;GF;
9;2;43;1:59.193;0;;27.701;0;44.826;0;46.666;0;165.3;1:31:57.181;13:17:25.511;0:27.701;0:44.826;0:46.666;;Suellio Almeida;;TCR;;Bryan Herta Autosport w Curb Agajanian;Hyundai;GF;
9;2;44;1:59.350;0;;27.605;0;45.030;0;46.715;0;165.0;1:33:56.531;13:19:24.861;0:27.605;0:45.030;0:46.715;;Suellio Almeida;;TCR;;Bryan Herta Autosport w Curb Agajanian;Hyundai;GF;
9;2;45;2:01.145;0;;28.172;0;46.209;0;46.764;0;162.6;1:35:57.676;13:21:26.006;0:28.172;0:46.209;0:46.764;;Suellio Almeida;;TCR;;Bryan Herta Autosport w Curb Agajanian;Hyundai;GF;
